key,zh-cn,zh-tw,en,ja
cleaning_policy.then_action,则执行（动作）,則執行（動作）,Then execute (action),実行する（アクション）
cleaning_policy.unsaved_confirm_message,您有未保存的更改，确定要离开吗？,您有未保存的更改，確定要離開嗎？,You have unsaved changes. Leave anyway?,未保存の変更があります。終了しますか？
cleaning_policy.when,当,當,When,当
cleaning_policy.when_condition,当满足（条件）,當滿足（條件）,When (conditions),条件を満たすとき
cloud_computing_platform,云计算平台,雲計算平台,Cloud Computing Platform,クラウドコンピューティングプラットフォーム
commom.add_manual,手动添加,手動添加,Add Manually,手動追加
commom.add_market,从应用市场添加,從應用市場添加,Add from App Market,アプリケーションマーケットから追加
common.created_time,创建时间,創建時間,Created Time,作成日時
common.creator,创建人,創建人,Creator,作成者
common.member,成员,成員,Member,メンバー
common.name,名称,名稱,Name,名前
common.short_name,简称,簡稱,Abbreviation,簡略名
common.no_data,暂无数据,暫無數據,No Data,データがありません
completion_completed,已完成深度思考,已完成深度思考,Deep Thinking Completed,深い思考が完了しました
completion_thinking,深度思考中...,深度思考中...,Deep Thinking in progress...,深く考えています...
connected,已接入,已接入,Connected,連携済み
connected_platform,接入平台,已連接的平台,Connected Platform,連携プラットフォーム
connecting,接入中,接入中,Connecting,連携中
connecting_agent_total,已接入 {total} 个应用,已接入 {total} 個應用,Connected to {total} applications,連携済み {total} 個應用
copyright_desc,Copyright © 2014-{year} 广州群应用网络科技有限公司. All Rights Reserved 版权所有 粤ICP备17114055号,版權所有 © 2014-{year} 廣州群應用網絡科技有限公司.Al Rights Reserve 版權所有 粵ICP備17114055號,"Copyright © 2014-{year} Guangzhou Qunying Network Technology Co., Ltd. All Rights Reserved. ICP Filing No. 17114055",Copyright © 2014-{year} 53AI. All rights reserved.
coze,Coze,Coze,Coze,Coze
coze_cn,扣子编程,扣子编程,Coze.cn,扣子编程
coze_workflow_link,Coze工作流“编辑状态”的链接,"Coze工作流""編輯狀態""的鏈接","Coze workflow ""edit state"" link","Cozeワークフロー""編集状態""のリンク"
create_new_enterprise,创建新企业/组织,建立新企業 / 組織,Create a New Enterprise/Organization,新しい企業 / 組織を作成する
create_time,创建时间,創建時間,Create Time,作成日時
created_time,创建时间,創建時間,Created Time,作成日時
dark_moon,月之暗面,月之暗面,Dark Moon,月の暗さ
data_pipeline.add_pipeline,添加管线,添加管線,Add Pipeline,パイプラインを追加
data_pipeline.cannot_delete_unsaved,无法删除未保存的流水线,無法刪除未保存的流水線,Cannot delete an unsaved pipeline,未保存の流水線は削除できません
data_pipeline.chunk_append_filename,叠加文件名,疊加文件名,Append Filename,ファイル名を追加
data_pipeline.chunk_append_title_subtitle,叠加标题及子标题,疊加標題及子標題,Append Title and Subtitle,タイトル・サブタイトルを追加
data_pipeline.chunk_auto_generate,自动生成,自動生成,Auto Generate,自動生成
data_pipeline.chunk_common_divider,分割线（---）,分割線（---）,Divider (---),区切り線（---）
data_pipeline.chunk_common_exclamation,感叹号（！）,感嘆號（！）,Exclamation (!),感嘆符（！）
data_pipeline.chunk_common_newline1,1 个换行符（\n）,1 個換行符（\n）,1 newline (\n),改行1つ（\n）
data_pipeline.chunk_common_newline2,2 个换行符（\n\n）,2 個換行符（\n\n）,2 newlines (\n\n),改行2つ（\n\n）
data_pipeline.chunk_common_period,句号（。）,句號（。）,Period (.),句点（。）
data_pipeline.chunk_common_question,问号（？）,問號（？）,Question mark (?),疑問符（？）
data_pipeline.chunk_common_semicolon,分号（；）,分號（；）,Semicolon (;),セミコロン（；）
data_pipeline.chunk_custom,自定义拆分,自定義拆分,Custom Split,カスタム分割
data_pipeline.chunk_default,默认,默認,Default,デフォルト
data_pipeline.chunk_default_index,默认索引,默認索引,Default Index,デフォルト索引
data_pipeline.chunk_faq,常见问法,常見問法,FAQ,よくある質問
data_pipeline.chunk_header_h1,一级标题（H1）,一級標題（H1）,Heading 1 (H1),見出し1（H1）
data_pipeline.chunk_header_h2,二级标题（H2）,二級標題（H2）,Heading 2 (H2),見出し2（H2）
data_pipeline.chunk_header_h3,三级标题（H3）,三級標題（H3）,Heading 3 (H3),見出し3（H3）
data_pipeline.chunk_header_h4,四级标题（H4）,四級標題（H4）,Heading 4 (H4),見出し4（H4）
data_pipeline.chunk_header_h5,五级标题（H5）,五級標題（H5）,Heading 5 (H5),見出し5（H5）
data_pipeline.chunk_identifier,标识符,標識符,Identifier,識別子
data_pipeline.chunk_identifier_first,标识符优先,標識符優先,Identifier First,識別子優先
data_pipeline.chunk_index_enhance,索引增强,索引增強,Index Enhancement,索引強化
data_pipeline.chunk_knowledge_point,知识点,知識點,Knowledge Point,知識ポイント
data_pipeline.chunk_length,长度,長度,Length,長さ
data_pipeline.chunk_length_first,长度优先,長度優先,Length First,長さ優先
data_pipeline.chunk_none,整篇,整篇,Whole Document,全文
data_pipeline.chunk_recall_metadata,召回语料,召回語料,Recall Metadata,検索メタデータ
data_pipeline.chunk_retrieval_block,检索块,檢索塊,Retrieval Block,検索ブロック
data_pipeline.chunk_specified_identifier,指定标识符,指定標識符,Specified Identifier,指定識別子
data_pipeline.chunk_summary,内容概要,內容概要,Summary,概要
data_pipeline.chunk_type_data_table,数据表格,數據表格,Data Table,データテーブル
data_pipeline.chunk_type_data_table_desc,识别表格结构，分段计算其清洗数据,識別表格結構，分段計算其清洗數據,Recognize table structure and segment for cleaning,表構造を認識し分割・清洗
data_pipeline.chunk_type_default,通用文档,通用文檔,General Document,汎用ドキュメント
data_pipeline.chunk_type_default_desc,多格式文档，智能分段并清洗数据,多格式文檔，智能分段並清洗數據,"Multi-format documents, smart segmentation and cleaning",多形式ドキュメント、スマート分割・清洗
data_pipeline.chunk_type_qa,百问百答,百問百答,Q&A,Q&A
data_pipeline.chunk_type_qa_desc,聚焦问答类结构，拆分问题与答案,聚焦問答類結構，拆分問題與答案,"Q&A structure, split questions and answers",Q&A構造、質問と回答を分割
data_pipeline.clean_action,动作,動作,Action,アクション
data_pipeline.clean_preview_after,效果预览(处理后),效果預覽(處理後),Preview (After),プレビュー（処理後）
data_pipeline.clean_preview_before,效果预览(处理前),效果預覽(處理前),Preview (Before),プレビュー（処理前）
data_pipeline.clean_rule_invalid_tags,移除无效标签,移除無效標籤,Remove Invalid Tags,無効タグを削除
data_pipeline.clean_rule_invalid_tags_desc,移除文档中的页眉、页脚、页码、脚注等无效标签。,移除文檔中的頁眉、頁腳、頁碼、腳註等無效標籤。,"Remove headers, footers, page numbers, footnotes, etc.",ヘッダー、フッター、ページ番号、脚注などを削除。
data_pipeline.clean_rule_pronoun_replace,代词替换,代詞替換,Pronoun Replacement,代名詞置換
data_pipeline.clean_rule_pronoun_replace_desc,将原文中的代词替换为指定的实际内容。,將原文中的代詞替換為指定的實際內容。,Replace pronouns with specified content.,代名詞を指定内容に置換。
data_pipeline.clean_rule_special_char,特殊字符过滤,特殊字符過濾,Special Character Filter,特殊文字フィルター
data_pipeline.clean_rule_special_char_desc,移除原文中特殊字符占比过高的段落。,移除原文中特殊字符佔比過高的段落。,Remove paragraphs with excessive special characters.,特殊文字比率が高い段落を削除。
data_pipeline.clean_rule_spell_check,错别字纠正,錯別字糾正,Spell Check,誤字訂正
data_pipeline.clean_rule_spell_check_desc,识别并纠正原文中的错别字。,識別並糾正原文中的錯別字。,Detect and correct typos in the text.,原文の誤字を検出して訂正。
data_pipeline.clean_short_text_threshold,短文本长度阈值,短文本長度閾值,Short Text Length Threshold,短文長閾値
data_pipeline.clean_special_char_threshold,特殊字符占比阈值,特殊字符佔比閾值,Special Character Ratio Threshold,特殊文字比率閾値
data_pipeline.clean_threshold_tune,清洗阈值精调,清洗閾值精調,Cleaning Threshold Tuning,清洗閾値調整
data_pipeline.col_enabled_nodes,启用节点,啟用節點,Enabled Nodes,有効ノード
data_pipeline.col_name,名称,名稱,Name,名前
data_pipeline.col_operation,操作,操作,Actions,操作
data_pipeline.col_success_rate,成功率,成功率,Success Rate,成功率
data_pipeline.col_volume,处理量,處理量,Volume,処理量
data_pipeline.created_at_label,创建时间,創建時間,Created,作成日時
